Rpm,Vibration,Temperature,Pressure,Condition,Reason
4250,3828,48,15,Bad,Low pressure
9299,2120,12,97,Bad,High Pressure and High Vibration
17677,1412,85,24,Bad,Tyre wearout and Engine Failure
18638,811,75,60,Bad,High pressure
15775,919,82,16,Bad,Low pressure
5845,2937,-10,32,Bad,High vibration
3334,4196,86,37,Bad,High Pressure and High Vibration
18440,716,119,115,Bad,RPM and Temperature are high
12266,2895,32,42,Bad,High Pressure and High Vibration
11070,3406,56,21,Bad,Tyre wearout and Engine Failure
11111,1159,36,127,Bad,High Pressure and High Vibration
19597,4136,95,42,Bad,Your tyre is completely in bad condition
2299,3622,105,63,Bad,High Pressure and High Vibration
7456,4588,-27,118,Bad,High Pressure and High Vibration
3397,2409,17,89,Bad,High Pressure and High Vibration
16480,2299,99,31,Bad,Tyre wearout and Engine Failure
18532,407,25,98,Bad,High pressure
7797,902,101,105,Bad,Tyre Bursting
12520,3847,105,75,Bad,Your tyre is completely in bad condition
6183,1092,70,92,Bad,High Pressure and High Vibration
4048,1463,39,67,Bad,High Pressure and High Vibration
9109,3446,-32,88,Bad,High Pressure and High Vibration
2850,1452,-7,36,Bad,High Pressure and High Vibration
19135,2539,5,19,Bad,Tyre wearout and Engine Failure
18686,589,29,51,Bad,High pressure
2222,3901,36,15,Bad,Low pressure
8811,2983,-28,56,Bad,High Pressure and High Vibration
12819,3869,95,120,Bad,Your tyre is completely in bad condition
12616,4783,68,122,Bad,High Pressure and High Vibration
9855,4767,-23,45,Bad,High Pressure and High Vibration
11267,2466,79,33,Bad,Tyre wearout and Engine Failure
17709,2706,77,131,Bad,High Pressure and High Vibration
17273,1536,46,98,Bad,High Pressure and High Vibration
18246,2297,8,110,Bad,High Pressure and High Vibration
18706,4333,-5,71,Bad,High Pressure and High Vibration
7978,4751,100,131,Bad,High Pressure and High Vibration
18962,1964,50,82,Bad,High Pressure and High Vibration
7241,2238,6,65,Bad,High Pressure and High Vibration
12172,1689,35,113,Bad,High Pressure and High Vibration
3708,1743,120,118,Bad,High Pressure and High Vibration
20001,2791,-29,118,Bad,High Pressure and High Vibration
5354,4266,80,36,Bad,High Pressure and High Vibration
10760,2248,103,97,Bad,Your tyre is completely in bad condition
1626,219,72,53,Bad,High pressure
18219,4335,-13,50,Bad,High Pressure and High Vibration
14601,2323,65,122,Bad,High Pressure and High Vibration
2678,272,48,17,Bad,Low pressure
12654,3813,40,109,Bad,High Pressure and High Vibration
8769,863,70,126,Bad,High pressure
12511,1363,103,77,Bad,Your tyre is completely in bad condition
6878,205,45,107,Bad,High pressure
433,1657,3,62,Bad,High Pressure and High Vibration
11560,896,22,97,Bad,High pressure
8611,1235,8,78,Bad,High Pressure and High Vibration
6964,4810,-16,30,Bad,High vibration
9472,4715,99,87,Bad,High Pressure and High Vibration
14402,651,31,123,Bad,High pressure
9422,2764,55,65,Bad,High Pressure and High Vibration
430,3691,44,98,Bad,High Pressure and High Vibration
13919,2175,88,39,Bad,High Pressure and High Vibration
4678,2062,46,31,Bad,Low rpm
10838,3457,26,36,Bad,High Pressure and High Vibration
17569,496,4,102,Bad,High pressure
18080,30,119,22,Bad,RPM and Temperature are high
3755,398,0,110,Bad,Tyre Bursting
1690,1010,103,125,Bad,High Pressure and High Vibration
11396,1595,-8,62,Bad,High Pressure and High Vibration
15943,3556,111,88,Bad,Your tyre is completely in bad condition
4628,4181,102,96,Bad,High Pressure and High Vibration
17905,2295,18,27,Bad,Tyre wearout and Engine Failure
1483,1393,43,27,Bad,Low pressure
19519,1644,75,127,Bad,High Pressure and High Vibration
6994,4020,51,123,Bad,High Pressure and High Vibration
6635,358,5,101,Bad,High pressure
5407,2199,23,32,Bad,High vibration
5215,2849,56,85,Bad,High Pressure and High Vibration
18606,508,22,119,Bad,High pressure
13850,51,52,127,Bad,High pressure
12815,4873,-26,46,Bad,High Pressure and High Vibration
7538,1806,18,125,Bad,High Pressure and High Vibration
7913,1460,36,78,Bad,High Pressure and High Vibration
11008,2724,-33,82,Bad,High Pressure and High Vibration
6000,3053,18,88,Bad,High Pressure and High Vibration
3004,2734,8,97,Bad,High Pressure and High Vibration
16968,4954,-19,90,Bad,High Pressure and High Vibration
1263,4648,-40,53,Bad,High Pressure and High Vibration
8235,171,27,21,Bad,Low pressure
2506,1242,-35,129,Bad,High Pressure and High Vibration
11087,1839,-13,119,Bad,High Pressure and High Vibration
7999,1410,29,75,Bad,High Pressure and High Vibration
369,979,120,90,Bad,Tyre Bursting
13395,3414,69,38,Bad,High Pressure and High Vibration
1821,642,103,16,Bad,Low pressure
19285,4310,75,118,Bad,High Pressure and High Vibration
6517,1576,-3,43,Bad,High Pressure and High Vibration
19680,2992,49,110,Bad,High Pressure and High Vibration
3577,912,60,66,Bad,High pressure
4814,2443,117,32,Bad,Tyre Bursting
14699,2339,-24,17,Bad,Tyre wearout and Engine Failure
9111,2310,-28,14,Bad,Tyre blowout
3389,3055,-34,126,Bad,High Pressure and High Vibration
2520,1841,-13,42,Bad,High Pressure and High Vibration
6034,1886,33,79,Bad,High Pressure and High Vibration
3787,929,108,43,Bad,Tyre Bursting
1891,1849,30,121,Bad,High Pressure and High Vibration
19629,1079,12,105,Bad,High Pressure and High Vibration
799,2166,80,117,Bad,High Pressure and High Vibration
491,149,34,52,Bad,High pressure
19541,2024,84,43,Bad,High Pressure and High Vibration
2104,3983,-15,85,Bad,High Pressure and High Vibration
5806,557,55,121,Bad,High pressure
6767,1221,119,123,Bad,High Pressure and High Vibration
14479,1566,-39,36,Bad,High Pressure and High Vibration
7277,501,38,55,Bad,High pressure
10251,3256,45,76,Bad,High Pressure and High Vibration
4917,2192,-30,104,Bad,High Pressure and High Vibration
4973,218,116,97,Bad,Tyre Bursting
9699,1550,103,61,Bad,High Pressure and High Vibration
17765,4595,25,17,Bad,Tyre wearout and Engine Failure
7757,3688,-12,80,Bad,High Pressure and High Vibration
14225,2159,-31,101,Bad,High Pressure and High Vibration
8062,1323,56,120,Bad,High Pressure and High Vibration
4825,4509,10,83,Bad,High Pressure and High Vibration
8133,1718,56,83,Bad,High Pressure and High Vibration
11067,1938,62,122,Bad,High Pressure and High Vibration
5449,2326,-9,129,Bad,High Pressure and High Vibration
13032,4200,82,127,Bad,High Pressure and High Vibration
7836,4826,61,69,Bad,High Pressure and High Vibration
1623,3058,14,43,Bad,High Pressure and High Vibration
7245,1449,89,108,Bad,High Pressure and High Vibration
16512,2670,50,92,Bad,High Pressure and High Vibration
16292,1854,44,120,Bad,High Pressure and High Vibration
19162,1546,93,73,Bad,Your tyre is completely in bad condition
11150,1969,74,131,Bad,High Pressure and High Vibration
6336,2796,-19,69,Bad,High Pressure and High Vibration
104,1902,119,125,Bad,High Pressure and High Vibration
4756,557,92,66,Bad,Tyre Bursting
13655,2878,107,106,Bad,Your tyre is completely in bad condition
7302,2501,-24,25,Bad,Tyre blowout
12608,3040,35,114,Bad,High Pressure and High Vibration
17947,424,44,43,Bad,High pressure
14880,1969,112,79,Bad,Your tyre is completely in bad condition
7920,297,-38,78,Bad,High pressure
2766,4502,16,99,Bad,High Pressure and High Vibration
1161,3778,96,69,Bad,High Pressure and High Vibration
2935,2563,-30,110,Bad,High Pressure and High Vibration
6022,2271,99,40,Bad,High Pressure and High Vibration
1033,570,98,50,Bad,Tyre Bursting
14770,3844,33,127,Bad,High Pressure and High Vibration
18208,1276,85,43,Bad,High Pressure and High Vibration
3249,3728,98,43,Bad,High Pressure and High Vibration
13062,2845,52,59,Bad,High Pressure and High Vibration
1718,4921,87,90,Bad,High Pressure and High Vibration
7008,3217,36,126,Bad,High Pressure and High Vibration
5676,2279,-8,75,Bad,High Pressure and High Vibration
19689,1050,50,108,Bad,High Pressure and High Vibration
12068,2817,-8,51,Bad,High Pressure and High Vibration
9575,4162,-31,120,Bad,High Pressure and High Vibration
16583,4854,106,90,Bad,Your tyre is completely in bad condition
15282,4826,82,60,Bad,High Pressure and High Vibration
17801,3974,78,80,Bad,High Pressure and High Vibration
8785,4646,57,109,Bad,High Pressure and High Vibration
2640,4545,81,56,Bad,High Pressure and High Vibration
8303,1995,78,86,Bad,High Pressure and High Vibration
2187,4829,118,38,Bad,High Pressure and High Vibration
10697,182,32,117,Bad,High pressure
3144,3162,-5,22,Bad,"Due to lower values, tyre is in bad condition"
13522,3398,79,106,Bad,High Pressure and High Vibration
6212,1778,-27,83,Bad,High Pressure and High Vibration
19193,780,23,93,Bad,High pressure
5663,3155,9,131,Bad,High Pressure and High Vibration
2633,2669,92,121,Bad,High Pressure and High Vibration
19350,3089,35,107,Bad,High Pressure and High Vibration
7982,812,75,54,Bad,High pressure
3839,3455,47,122,Bad,High Pressure and High Vibration
637,1980,21,105,Bad,High Pressure and High Vibration
14247,2771,30,74,Bad,High Pressure and High Vibration
1992,3104,110,118,Bad,High Pressure and High Vibration
5418,1129,87,107,Bad,High Pressure and High Vibration
13026,1249,13,70,Bad,High Pressure and High Vibration
7554,2110,-26,109,Bad,High Pressure and High Vibration
18144,1940,112,109,Bad,Your tyre is completely in bad condition
11944,3704,66,99,Bad,High Pressure and High Vibration
6357,2337,25,60,Bad,High Pressure and High Vibration
820,390,94,49,Bad,Tyre Bursting
11476,4693,5,115,Bad,High Pressure and High Vibration
18925,3873,84,14,Bad,Tyre wearout and Engine Failure
6137,1432,-13,73,Bad,High Pressure and High Vibration
1428,812,54,42,Bad,High pressure
668,2837,-16,33,Bad,Tyre Bursting
2410,235,30,62,Bad,High pressure
7999,1264,-37,125,Bad,High Pressure and High Vibration
8653,433,111,115,Bad,Tyre Bursting
12421,3533,112,45,Bad,Your tyre is completely in bad condition
18004,1792,21,27,Bad,Tyre wearout and Engine Failure
7625,367,32,47,Bad,High pressure
4245,3748,-18,119,Bad,High Pressure and High Vibration
6907,614,1,71,Bad,High pressure
3141,2483,112,82,Bad,High Pressure and High Vibration
12375,4150,-26,69,Bad,High Pressure and High Vibration
6241,1503,75,50,Bad,High Pressure and High Vibration
19108,2421,111,118,Bad,Your tyre is completely in bad condition
19244,2324,83,115,Bad,High Pressure and High Vibration
19203,3833,103,65,Bad,Your tyre is completely in bad condition
10878,4170,56,14,Bad,Tyre wearout and Engine Failure
18583,3962,-33,52,Bad,High Pressure and High Vibration
2690,462,-11,19,Bad,"Due to lower values, tyre is in bad condition"
19642,3146,95,43,Bad,Your tyre is completely in bad condition
5818,1581,28,99,Bad,High Pressure and High Vibration
945,2260,84,125,Bad,High Pressure and High Vibration
11256,3638,2,104,Bad,High Pressure and High Vibration
1601,1779,-36,62,Bad,High Pressure and High Vibration
1750,1963,-3,98,Bad,High Pressure and High Vibration
4869,2553,99,119,Bad,High Pressure and High Vibration
14952,4244,-36,123,Bad,High Pressure and High Vibration
8077,675,113,80,Bad,Tyre Bursting
10641,476,-2,99,Bad,High pressure
2841,1941,61,110,Bad,High Pressure and High Vibration
7360,148,43,81,Bad,High pressure
17674,1065,10,53,Bad,High Pressure and High Vibration
12705,1273,2,107,Bad,High Pressure and High Vibration
1845,4367,12,27,Bad,Low pressure
19848,752,48,15,Bad,Low pressure
16867,3167,-34,97,Bad,High Pressure and High Vibration
10672,3805,115,111,Bad,Your tyre is completely in bad condition
3613,325,81,131,Bad,High pressure
15935,2226,-36,111,Bad,High Pressure and High Vibration
15284,2214,5,19,Bad,Tyre wearout and Engine Failure
16146,816,114,105,Bad,RPM and Temperature are high
10705,516,55,42,Bad,High pressure
15174,1839,48,24,Bad,Tyre wearout and Engine Failure
15243,3963,77,112,Bad,High Pressure and High Vibration
10235,218,-23,25,Bad,Tyre blowout
6558,1453,41,23,Bad,Low pressure
13446,2823,118,94,Bad,Your tyre is completely in bad condition
3370,1925,26,105,Bad,High Pressure and High Vibration
16847,3283,-4,19,Bad,Tyre wearout and Engine Failure
18504,3995,39,44,Bad,High Pressure and High Vibration
10987,3115,-30,65,Bad,High Pressure and High Vibration
5089,3893,-8,44,Bad,High Pressure and High Vibration
11024,4671,77,96,Bad,High Pressure and High Vibration
6828,489,89,27,Bad,Low pressure
17022,2596,112,75,Bad,Your tyre is completely in bad condition
10720,1999,109,117,Bad,Your tyre is completely in bad condition
15475,1868,108,45,Bad,Your tyre is completely in bad condition
7729,3533,64,107,Bad,High Pressure and High Vibration
17556,2183,45,78,Bad,High Pressure and High Vibration
8947,2387,22,84,Bad,High Pressure and High Vibration
14991,4076,120,104,Bad,Your tyre is completely in bad condition
1194,3470,39,122,Bad,High Pressure and High Vibration
13486,2386,78,44,Bad,High Pressure and High Vibration
1481,1876,4,88,Bad,High Pressure and High Vibration
5919,1700,-34,61,Bad,High Pressure and High Vibration
1476,4479,119,66,Bad,High Pressure and High Vibration
16432,4992,-4,44,Bad,High Pressure and High Vibration
8880,4931,53,65,Bad,High Pressure and High Vibration
1065,124,30,106,Bad,High pressure
15032,4518,-33,53,Bad,High Pressure and High Vibration
2334,2286,36,43,Bad,High Pressure and High Vibration
15554,2874,85,63,Bad,High Pressure and High Vibration
14923,1195,24,91,Bad,High Pressure and High Vibration
6299,4112,26,57,Bad,High Pressure and High Vibration
8008,3231,-3,45,Bad,High Pressure and High Vibration
2876,792,104,57,Bad,Tyre Bursting
969,693,112,115,Bad,Tyre Bursting
7946,1998,63,26,Bad,Low pressure
10733,1102,121,44,Bad,Your tyre is completely in bad condition
4784,878,84,98,Bad,High pressure
15230,1486,113,53,Bad,Your tyre is completely in bad condition
3050,4101,116,41,Bad,High Pressure and High Vibration
90,3198,21,22,Bad,Low pressure
13359,3913,70,25,Bad,Tyre wearout and Engine Failure
16139,3143,117,105,Bad,Your tyre is completely in bad condition
16271,4753,-7,67,Bad,High Pressure and High Vibration
5258,1016,94,32,Bad,Tyre Bursting
6923,179,43,91,Bad,High pressure
17171,2892,31,97,Bad,High Pressure and High Vibration
19611,2524,14,44,Bad,High Pressure and High Vibration
13440,405,41,87,Bad,High pressure
17519,3407,41,28,Bad,Tyre wearout and Engine Failure
8686,1728,-40,115,Bad,High Pressure and High Vibration
211,2696,2,86,Bad,High Pressure and High Vibration
5201,113,35,104,Bad,High pressure
8133,4764,12,96,Bad,High Pressure and High Vibration
17265,4938,78,97,Bad,High Pressure and High Vibration
12130,1903,-3,25,Bad,Tyre wearout and Engine Failure
12603,4074,9,80,Bad,High Pressure and High Vibration
6229,4230,-9,14,Bad,Tyre blowout
15972,747,-27,40,Bad,High pressure
14762,3942,119,125,Bad,Your tyre is completely in bad condition
5449,3535,56,104,Bad,High Pressure and High Vibration
4819,51,47,111,Bad,High pressure
17182,3820,55,131,Bad,High Pressure and High Vibration
14976,2510,2,14,Bad,Tyre wearout and Engine Failure
15698,3656,59,29,Bad,Tyre wearout and Engine Failure
17541,634,59,29,Bad,High rpm
12401,3380,-4,82,Bad,High Pressure and High Vibration
8709,4315,44,79,Bad,High Pressure and High Vibration
17230,880,43,126,Bad,High pressure
14821,4534,34,102,Bad,High Pressure and High Vibration
15860,4952,10,28,Bad,Tyre wearout and Engine Failure
6009,4883,45,28,Bad,High vibration
1139,1201,-23,123,Bad,High Pressure and High Vibration
14452,964,87,31,Bad,High rpm
1315,2644,7,109,Bad,High Pressure and High Vibration
18887,1853,89,107,Bad,High Pressure and High Vibration
3932,2754,22,110,Bad,High Pressure and High Vibration
9603,849,61,118,Bad,High pressure
1173,1839,108,49,Bad,High Pressure and High Vibration
8140,312,-39,57,Bad,High pressure
5356,4296,-38,129,Bad,High Pressure and High Vibration
12816,3764,42,16,Bad,Tyre wearout and Engine Failure
12306,1769,-32,39,Bad,High Pressure and High Vibration
9970,4734,-17,96,Bad,High Pressure and High Vibration
12295,1926,104,59,Bad,Your tyre is completely in bad condition
6792,2467,-11,76,Bad,High Pressure and High Vibration
18200,2990,101,75,Bad,Your tyre is completely in bad condition
2690,2944,8,110,Bad,High Pressure and High Vibration
18008,3549,64,111,Bad,High Pressure and High Vibration
17863,4760,117,19,Bad,Tyre wearout and Engine Failure
9167,4344,-29,33,Bad,High vibration
14811,377,-39,130,Bad,High pressure
17783,1500,42,44,Bad,High Pressure and High Vibration
15498,4261,87,23,Bad,Tyre wearout and Engine Failure
5890,2387,-14,17,Bad,Tyre blowout
15722,1277,-32,39,Bad,High Pressure and High Vibration
17760,2029,-16,80,Bad,High Pressure and High Vibration
5324,1605,62,57,Bad,High Pressure and High Vibration
10758,1074,106,40,Bad,Your tyre is completely in bad condition
6721,264,117,62,Bad,Tyre Bursting
14864,3982,-22,96,Bad,High Pressure and High Vibration
